Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Search_Result_Page_OR/Modified_Date_location""))",Chrome 95.0.4638.69,Verify search results are sorted based on modified date,,2021-11-10 19:19:34,2021-11-10 19:19:35,0.559s,PASSED
"verifyElementAttributeValue(findTestObject(""Search_Result_Page_OR/Modified_Date_location""), ""data-field"", ""@sflastmodifieddate"", 10)",Chrome 95.0.4638.69,,,2021-11-10 19:19:35,2021-11-10 19:19:35,0.582s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Relevance_button_location""))",Chrome 95.0.4638.69,Verify default sorting is based on date,,2021-11-10 19:19:35,2021-11-10 19:19:36,0.557s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Date_button_location""))",Chrome 95.0.4638.69,,,2021-11-10 19:19:36,2021-11-10 19:19:36,0.540s,PASSED
"verifyElementAttributeValue(findTestObject(""Search_Result_Page_OR/Date_button_location""), ""aria-checked"", ""true"", 10)",Chrome 95.0.4638.69,,,2021-11-10 19:19:36,2021-11-10 19:19:37,0.512s,PASSED
driver = getWebDriver(),Chrome 95.0.4638.69,Verify dates are by default sorted in descending order,,2021-11-10 19:19:37,2021-11-10 19:19:37,0.001s,PASSED
"dates = driver.findElements(By.xpath(""//*[@id='coveo-result-list1']/div[2]/div/div/div/div/div[1]/div[2]/span/span""))",Chrome 95.0.4638.69,,,2021-11-10 19:19:37,2021-11-10 19:19:37,0.322s,PASSED
"for ([i = 0, i < dates.size() - 1, (i++)])",Chrome 95.0.4638.69,,,2021-11-10 19:19:37,2021-11-10 19:19:38,1.200s,PASSED
Thread.sleep(25000),Chrome 95.0.4638.69,,,2021-11-10 19:19:38,2021-11-10 19:20:03,25.028s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/Date_button_location""))",Chrome 95.0.4638.69,Click on date arrow up and verify dates are now sorted in ascending order,,2021-11-10 19:20:03,2021-11-10 19:20:04,0.677s,PASSED
"dates1 = driver.findElements(By.xpath(""//*[@id='coveo-result-list1']/div[2]/div/div/div/div/div[1]/div[2]/span/span""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:04,2021-11-10 19:20:07,2.672s,PASSED
"for ([i = 0, i < dates1.size() - 1, (i++)])",Chrome 95.0.4638.69,,,2021-11-10 19:20:07,2021-11-10 19:20:08,1.063s,PASSED
Thread.sleep(25000),Chrome 95.0.4638.69,,,2021-11-10 19:20:08,2021-11-10 19:20:33,25.009s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/Date_button_location""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:33,2021-11-10 19:20:33,0.601s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Facet_all_platform""))",Chrome 95.0.4638.69,Verify All Platform dynamic navigation link and its features,,2021-11-10 19:20:33,2021-11-10 19:20:36,2.287s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Search_Result_Page_OR/Facet_all_platform""), ""data-title"", ""All Platforms"", 10)",Chrome 95.0.4638.69,,,2021-11-10 19:20:36,2021-11-10 19:20:36,0.540s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Dynamic_Navigation_All_Platforms_links""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:36,2021-11-10 19:20:37,0.558s,PASSED
"actualTitle = getAttribute(findTestObject(""Object Repository/Search_Result_Page_OR/1st_option_of_All_Platform""), ""data-value"").toString()",Chrome 95.0.4638.69,,,2021-11-10 19:20:37,2021-11-10 19:20:37,0.567s,PASSED
out.println(actualTitle),Chrome 95.0.4638.69,,,2021-11-10 19:20:37,2021-11-10 19:20:37,0.001s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/1st_option_of_All_Platform""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:37,2021-11-10 19:20:38,0.633s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Coveo_breadcrumb_item_area""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:38,2021-11-10 19:20:40,2.542s,PASSED
"verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/Coveo_breadcrumb_item_area""), ""All Platforms:"")",Chrome 95.0.4638.69,,,2021-11-10 19:20:40,2021-11-10 19:20:41,0.554s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Selected_Platform_value_location""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:41,2021-11-10 19:20:42,0.529s,PASSED
"istitleTrue = verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/Selected_Platform_value_location""), actualTitle)",Chrome 95.0.4638.69,,,2021-11-10 19:20:42,2021-11-10 19:20:42,0.515s,PASSED
out.println(istitleTrue),Chrome 95.0.4638.69,,,2021-11-10 19:20:42,2021-11-10 19:20:42,0.001s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/Clear_option""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:42,2021-11-10 19:20:43,0.649s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Facet_all_product""))",Chrome 95.0.4638.69,Verify All Products dynamic navigation link and its features,,2021-11-10 19:20:43,2021-11-10 19:20:44,1.260s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Search_Result_Page_OR/Facet_all_product""), ""data-title"", ""All Products"", 10)",Chrome 95.0.4638.69,,,2021-11-10 19:20:44,2021-11-10 19:20:45,0.555s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Dynamic_Navigation_All_Products_links""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:45,2021-11-10 19:20:45,0.553s,PASSED
"actualTitle1 = getAttribute(findTestObject(""Search_Result_Page_OR/1st_option_of_All_Product""), ""data-value"").toString()",Chrome 95.0.4638.69,,,2021-11-10 19:20:45,2021-11-10 19:20:46,0.526s,PASSED
out.println(actualTitle1),Chrome 95.0.4638.69,,,2021-11-10 19:20:46,2021-11-10 19:20:46,0.000s,PASSED
"click(findTestObject(""Search_Result_Page_OR/1st_option_of_All_Product""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:46,2021-11-10 19:20:46,0.655s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Coveo_breadcrumb_item_area""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:46,2021-11-10 19:20:49,2.823s,PASSED
"verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/Coveo_breadcrumb_item_area""), ""All Products:"")",Chrome 95.0.4638.69,,,2021-11-10 19:20:49,2021-11-10 19:20:50,0.520s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Selected_Platform_value_location""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:50,2021-11-10 19:20:50,0.570s,PASSED
"istitleTrue1 = verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/Selected_Platform_value_location""), actualTitle1)",Chrome 95.0.4638.69,,,2021-11-10 19:20:50,2021-11-10 19:20:51,0.481s,PASSED
out.println(istitleTrue1),Chrome 95.0.4638.69,,,2021-11-10 19:20:51,2021-11-10 19:20:51,0.000s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/Clear_option""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:51,2021-11-10 19:20:51,0.547s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Facet_all_tag""))",Chrome 95.0.4638.69,Verify All Tags dynamic navigation link and its features,,2021-11-10 19:20:51,2021-11-10 19:20:52,1.283s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Search_Result_Page_OR/Facet_all_tag""), ""data-title"", ""All Tags"", 10)",Chrome 95.0.4638.69,,,2021-11-10 19:20:52,2021-11-10 19:20:53,0.566s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Dynamic_Navigation_All_Tags_links""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:53,2021-11-10 19:20:54,0.553s,PASSED
"actualTitle2 = getAttribute(findTestObject(""Search_Result_Page_OR/1st_option_of_All_Tag""), ""data-value"").toString()",Chrome 95.0.4638.69,,,2021-11-10 19:20:54,2021-11-10 19:20:54,0.525s,PASSED
out.println(actualTitle2),Chrome 95.0.4638.69,,,2021-11-10 19:20:54,2021-11-10 19:20:54,0.001s,PASSED
"click(findTestObject(""Search_Result_Page_OR/1st_option_of_All_Tag""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:54,2021-11-10 19:20:55,0.663s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Coveo_breadcrumb_item_area""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:55,2021-11-10 19:20:57,1.788s,PASSED
"verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/Coveo_breadcrumb_item_area""), ""All Tags:"")",Chrome 95.0.4638.69,,,2021-11-10 19:20:57,2021-11-10 19:20:57,0.521s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Search_Result_Page_OR/Selected_Platform_value_location""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:57,2021-11-10 19:20:58,0.548s,PASSED
"istitleTrue2 = verifyElementText(findTestObject(""Object Repository/Search_Result_Page_OR/Selected_Platform_value_location""), actualTitle2)",Chrome 95.0.4638.69,,,2021-11-10 19:20:58,2021-11-10 19:20:58,0.519s,PASSED
out.println(istitleTrue2),Chrome 95.0.4638.69,,,2021-11-10 19:20:58,2021-11-10 19:20:58,0.001s,PASSED
"click(findTestObject(""Object Repository/Search_Result_Page_OR/Clear_option""))",Chrome 95.0.4638.69,,,2021-11-10 19:20:58,2021-11-10 19:20:59,0.654s,PASSED
"verifyElementVisible(findTestObject(""Search_Result_Page_OR/Searchbox_in_search_result_page""))",Chrome 95.0.4638.69,Verify searchbox is present and search the word Cadence,,2021-11-10 19:20:59,2021-11-10 19:21:00,1.279s,PASSED
"setText(findTestObject(""Search_Result_Page_OR/Searchbox_in_search_result_page""), ""cadence"")",Chrome 95.0.4638.69,,,2021-11-10 19:21:00,2021-11-10 19:21:01,1.079s,PASSED
"sendKeys(findTestObject(""Search_Result_Page_OR/Searchbox_in_search_result_page""), Keys.chord(ENTER))",Chrome 95.0.4638.69,,,2021-11-10 19:21:01,2021-11-10 19:21:03,1.669s,PASSED
"waitForElementVisible(findTestObject(""Search_Result_Page_OR/Search_Area""), 5)",Chrome 95.0.4638.69,Wait for page to load,,2021-11-10 19:21:03,2021-11-10 19:21:04,1.607s,PASSED
"click(findTestObject(""Search_Result_Page_OR/ShowAllAttribute_button""))",Chrome 95.0.4638.69,Click on show all attribute button and verify the text,,2021-11-10 19:21:04,2021-11-10 19:21:05,0.632s,PASSED
"verifyElementText(findTestObject(""Search_Result_Page_OR/ShowAllAttribute_button""), ""Hide all attributes"")",Chrome 95.0.4638.69,,,2021-11-10 19:21:05,2021-11-10 19:21:06,0.656s,PASSED
"verifyElementVisible(findTestObject(""Search_Result_Page_OR/Attribute_Table_location""), STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-11-10 19:21:06,2021-11-10 19:21:06,0.584s,PASSED
"firstRow = driver.findElements(By.xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes']//div[2]//tr[1]/th""))",Chrome 95.0.4638.69,"Verify whether the search results have product, Article number and Document type in the attribute table or not",,2021-11-10 19:21:06,2021-11-10 19:21:07,0.305s,PASSED
"secondRow = driver.findElements(By.xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes' ]//div[2]//tr[2]/td[1]""))",Chrome 95.0.4638.69,,,2021-11-10 19:21:07,2021-11-10 19:21:07,0.327s,PASSED
"thirdRow1 = driver.findElements(By.xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes' ]//div[2]//tr[3]/td[1]""))",Chrome 95.0.4638.69,,,2021-11-10 19:21:07,2021-11-10 19:21:07,0.321s,PASSED
"documentColumn1 = driver.findElements(By.xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes' ]//div[2]//tr[3]/td[2]""))",Chrome 95.0.4638.69,,,2021-11-10 19:21:07,2021-11-10 19:21:08,0.322s,PASSED
totalcms1 = firstRow.size(),Chrome 95.0.4638.69,,,2021-11-10 19:21:08,2021-11-10 19:21:08,0.000s,PASSED
out.println(totalcms1),Chrome 95.0.4638.69,,,2021-11-10 19:21:08,2021-11-10 19:21:08,0.000s,PASSED
"for ([i = 0, i < totalcms1, (i++)])",Chrome 95.0.4638.69,,,2021-11-10 19:21:08,2021-11-10 19:21:08,0.683s,PASSED
totalcms2 = secondRow.size(),Chrome 95.0.4638.69,,,2021-11-10 19:21:08,2021-11-10 19:21:08,0.000s,PASSED
out.println(totalcms2),Chrome 95.0.4638.69,,,2021-11-10 19:21:08,2021-11-10 19:21:08,0.000s,PASSED
"for ([i = 0, i < totalcms2, (i++)])",Chrome 95.0.4638.69,,,2021-11-10 19:21:08,2021-11-10 19:21:09,0.774s,PASSED
totalcms3 = thirdRow1.size(),Chrome 95.0.4638.69,,,2021-11-10 19:21:09,2021-11-10 19:21:09,0.000s,PASSED
out.println(totalcms3),Chrome 95.0.4638.69,,,2021-11-10 19:21:09,2021-11-10 19:21:09,0.000s,PASSED
"for ([i = 0, i < totalcms3, (i++)])",Chrome 95.0.4638.69,,,2021-11-10 19:21:09,2021-11-10 19:21:10,1.385s,PASSED
Thread.sleep(35000),Chrome 95.0.4638.69,,,2021-11-10 19:21:10,2021-11-10 19:21:45,35.012s,PASSED
"click(findTestObject(""Search_Result_Page_OR/ShowAllAttribute_button""))",Chrome 95.0.4638.69,Close attribute table and verify it is not visible,,2021-11-10 19:21:45,2021-11-10 19:21:46,0.601s,PASSED
"verifyElementText(findTestObject(""Search_Result_Page_OR/ShowAllAttribute_button""), ""Show all attributes"")",Chrome 95.0.4638.69,,,2021-11-10 19:21:46,2021-11-10 19:21:47,1.353s,PASSED
"verifyElementNotVisible(findTestObject(""Search_Result_Page_OR/Attribute_Table_location""), STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-11-10 19:21:47,2021-11-10 19:21:48,0.581s,PASSED
"click(findTestObject(""i_button_OR/1st_i_button_location""))",Chrome 95.0.4638.69,Click on the i button of 1st link,,2021-11-10 19:21:48,2021-11-10 19:21:49,0.589s,PASSED
"verifyElementVisible(findTestObject(""i_button_OR/1st_attribute_table_location""))",Chrome 95.0.4638.69,To verify whether the 1st attribute table is visible or not,,2021-11-10 19:21:49,2021-11-10 19:21:49,0.528s,PASSED
"product = xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes']//div[2]//tr[1]/th"")).isDisplayed()",Chrome 95.0.4638.69,"Verify whether the ist search result has the attributes (products, article number and document type) or not",,2021-11-10 19:21:49,2021-11-10 19:21:49,0.363s,PASSED
"articleNumber = xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes' ]//div[2]//tr[2]/td[1]"")).isDisplayed()",Chrome 95.0.4638.69,,,2021-11-10 19:21:49,2021-11-10 19:21:50,0.368s,PASSED
"documentType = xpath(""//div[@class = 'coveo-result-row coveo-custom-result-attributes' ]//div[2]//tr[3]/td[1]"")).isDisplayed()",Chrome 95.0.4638.69,,,2021-11-10 19:21:50,2021-11-10 19:21:50,0.339s,PASSED
out.println(product),Chrome 95.0.4638.69,,,2021-11-10 19:21:50,2021-11-10 19:21:50,0.000s,PASSED
out.println(articleNumber),Chrome 95.0.4638.69,,,2021-11-10 19:21:50,2021-11-10 19:21:50,0.000s,PASSED
out.println(documentType),Chrome 95.0.4638.69,,,2021-11-10 19:21:50,2021-11-10 19:21:50,0.000s,PASSED
expectedValue = false,Chrome 95.0.4638.69,To verify that the other attribute tables (2nd table to 25th table) are not visible,,2021-11-10 19:21:50,2021-11-10 19:21:50,0.000s,PASSED
"for ([i = 1, i <= 24, (i++)])",Chrome 95.0.4638.69,,,2021-11-10 19:21:50,2021-11-10 19:21:59,8.557s,PASSED
Thread.sleep(20000),Chrome 95.0.4638.69,,,2021-11-10 19:21:59,2021-11-10 19:22:19,20.015s,PASSED
"click(findTestObject(""Search_Result_Page_OR/ShowAllAttribute_button""))",Chrome 95.0.4638.69,,,2021-11-10 19:22:19,2021-11-10 19:22:19,0.644s,PASSED
"linkTitle = getText(findTestObject(""Object Repository/Search_Result_Page_OR/Search_Area""))",Chrome 95.0.4638.69,Click on the first search result and verify it is opening on a new tab,,2021-11-10 19:22:19,2021-11-10 19:22:20,0.974s,PASSED
"click(findTestObject(""Search_Result_Page_OR/Search_Area""))",Chrome 95.0.4638.69,,,2021-11-10 19:22:20,2021-11-10 19:22:21,0.597s,PASSED
switchToWindowIndex(1),Chrome 95.0.4638.69,,,2021-11-10 19:22:21,2021-11-10 19:22:21,0.048s,PASSED
windowTitle = getWindowTitle(),Chrome 95.0.4638.69,,,2021-11-10 19:22:21,2021-11-10 19:22:29,8.449s,PASSED
"verifyMatch(windowTitle, linkTitle, true)",Chrome 95.0.4638.69,,,2021-11-10 19:22:29,2021-11-10 19:22:29,0.002s,PASSED
"actualpageheadText = getText(findTestObject(""Object Repository/Search_Result_Page_OR/Pagehead_location""))",Chrome 95.0.4638.69,Verify whether the first search result name is present in the pagehead location,,2021-11-10 19:22:29,2021-11-10 19:22:31,1.344s,PASSED
"verifyMatch(actualpageheadText, linkTitle, true)",Chrome 95.0.4638.69,,,2021-11-10 19:22:31,2021-11-10 19:22:31,0.003s,PASSED
"click(findTestObject(""Object Repository/i_button_OR/i_button_on_cadence_search_result_page""))",Chrome 95.0.4638.69,Click on the i button and verify whether the document type is Application Notes or not,,2021-11-10 19:22:31,2021-11-10 19:22:31,0.661s,PASSED
"actualWord4 = xpath(""//table[@class=""drop-table""]/tbody/tr[3]/td[1]"")).getText()",Chrome 95.0.4638.69,,,2021-11-10 19:22:31,2021-11-10 19:22:32,0.809s,PASSED
"expectedWord4 = ""Document Type:""",Chrome 95.0.4638.69,,,2021-11-10 19:22:32,2021-11-10 19:22:32,0.000s,PASSED
"isdocumentPresent4 = verifyMatch(actualWord4, expectedWord4, true)",Chrome 95.0.4638.69,,,2021-11-10 19:22:32,2021-11-10 19:22:32,0.001s,PASSED
if (isdocumentPresent4 == true),Chrome 95.0.4638.69,,,2021-11-10 19:22:32,2021-11-10 19:22:33,0.317s,PASSED
